2015-10-01 07:58:00,Fave emoji ever,"<img src=""http://31.media.tumblr.com/ab1359915464a19c26562cba195adaa4/tumblr_inline_nt772kZ0Ms1raprkq_500.gif"" alt=""Oh my rake!"" />"
2015-10-17 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/myabc/status/655001219937804289""><em>Сб, 07:56</em></a>: RT @<a href=""http://twitter.com/myabc"">myabc</a>: The next @<a href=""http://twitter.com/euruko"">euruko</a> could be in your city: if you’re interested in hosting @<a href=""http://twitter.com/euruko"">euruko</a> 2016, start putting together a short presentatio… </li> <li> <a href=""http://twitter.com/mudasobwa/status/655288865251553280""><em>Сб, 09:46</em></a>: Apparently there are not only freaks @<a href=""http://twitter.com/euruko2015"">euruko2015</a> <a href=""http://t.co/VH4qEN84xW"">http://t.co/VH4qEN84xW</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/655291572406370304""><em>Сб, 09:57</em></a>: Matz and @<a href=""http://twitter.com/kantox"">kantox</a> @<a href=""http://twitter.com/euruko2015"">euruko2015</a> <a href=""http://t.co/U6eEf1slO5"">http://t.co/U6eEf1slO5</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/655306446108774400""><em>Сб, 10:56</em></a>: We make the whole world better for humanity... while keeping compatibility, just said @<a href=""http://twitter.com/yukihiro_matz"">yukihiro_matz</a> @<a href=""http://twitter.com/euruko2015"">euruko2015</a> </li> </ul>"
2015-10-18 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/655372033036038144""><em>Сб, 15:17</em></a>: When you have a socket, you can do virtually anything, just said Lidia Krupp-Hunter @<a href=""http://twitter.com/euruko2015"">euruko2015</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/655373840546156544""><em>Сб, 15:24</em></a>: Many rubiists are smokers, bearders and nerds. That is cool. </li> <li> <a href=""http://twitter.com/listrophy/status/655372755467128832""><em>Сб, 15:36</em></a>: RT @<a href=""http://twitter.com/listrophy"">listrophy</a>: ""Your tech stack doesn't determine fun"" -@<a href=""http://twitter.com/funionnn"">funionnn</a> <a href=""http://twitter.com/search?q=%23euruko"" title=""#euruko"">#euruko</a> Yes, this! </li> <li> <a href=""http://twitter.com/mudasobwa/status/655384107472539648""><em>Сб, 16:05</em></a>: Kepler wrote 1st science fiction book @<a href=""http://twitter.com/hannelita"">hannelita</a> just said @<a href=""http://twitter.com/euruko"">euruko</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/655391979128401920""><em>Сб, 16:36</em></a>: Continue the serie: E G 0 ... (1 entity goes there) </li> <li> <a href=""http://twitter.com/mudasobwa/status/655669466479640576""><em>Вс, 10:59</em></a>: Starting with Ruby 2.3 we should not have more than 4 method params and more than 6 local vars just said @<a href=""http://twitter.com/ko1"">ko1</a> @<a href=""http://twitter.com/euruko"">euruko</a> </li> <li> <a href=""http://twitter.com/Hagenburger/status/655680709085020160""><em>Вс, 11:54</em></a>: RT @<a href=""http://twitter.com/Hagenburger"">Hagenburger</a>: There has never been a <a href=""http://twitter.com/search?q=%23EuRuKo"" title=""#EuRuKo"">#EuRuKo</a> in Vatican City. Any takers? </li> </ul>"
2015-10-19 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/655693509912088576""><em>Вс, 12:34</em></a>: Commodore64 is the future, just said Michal Taszycki @<a href=""http://twitter.com/euruko"">euruko</a> Visit <a href=""http://t.co/XqrnF1kLYc"">http://t.co/XqrnF1kLYc</a> </li> <li> <a href=""http://twitter.com/arowanda/status/655732105129926656""><em>Вс, 15:44</em></a>: RT @<a href=""http://twitter.com/arowanda"">arowanda</a>: @<a href=""http://twitter.com/kantox"">kantox</a> is looking for senior RoR developers and QA, don't hesitate to contact us! <a href=""http://twitter.com/search?q=%23euruko"" title=""#euruko"">#euruko</a> <a href=""http://twitter.com/search?q=%23euruko2015"" title=""#euruko2015"">#euruko2015</a> <a href=""http://twitter.com/search?q=%23ror"" title=""#ror"">#ror</a> <a href=""http://twitter.com/search?q=%23rubyonrails"" title=""#rubyonrails"">#rubyonrails</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/655751502443757570""><em>Вс, 16:25</em></a>: Everything will fail, just said @<a href=""http://twitter.com/sirupsen"">sirupsen</a> @<a href=""http://twitter.com/euruko"">euruko</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/655761977436950528""><em>Вс, 17:06</em></a>: If the exponent of your private key is not 65537, just send it to me, I will explain why said @<a href=""http://twitter.com/crigor"">crigor</a> @<a href=""http://twitter.com/euruko"">euruko</a> </li> <li> <a href=""http://twitter.com/Sirupsen/status/655758313339142145""><em>Вс, 17:30</em></a>: RT @<a href=""http://twitter.com/Sirupsen"">Sirupsen</a>: Slides from my <a href=""http://twitter.com/search?q=%23euruko"" title=""#euruko"">#euruko</a> talk on Super-Reliable Software: <a href=""https://t.co/lsROVxPDLk"">https://t.co/lsROVxPDLk</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/655771945494016000""><em>Вс, 17:46</em></a>: @<a href=""http://twitter.com/euruko"">euruko</a> 2016 goes to Sofia. </li> <li> <a href=""http://twitter.com/dan_abramov/status/655518424815312896""><em>Вс, 17:47</em></a>: RT @<a href=""http://twitter.com/dan_abramov"">dan_abramov</a>: The best way to learn is by doing it wrong. </li> <li> <a href=""http://twitter.com/arowanda/status/655654628990783488""><em>Вс, 20:53</em></a>: RT @<a href=""http://twitter.com/arowanda"">arowanda</a>: @<a href=""http://twitter.com/RAEinforma"">RAEinforma</a> �Hay alguna regla acerca de escribir en may�sculas al comenzar cada verso en un poema? </li> </u"
2015-10-21 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/MsSQLGirl/status/655460174073729024""><em>Ср, 07:37</em></a>: RT @<a href=""http://twitter.com/MsSQLGirl"">MsSQLGirl</a>: Lol &gt;&gt; RT @<a href=""http://twitter.com/khaxan"">khaxan</a>: Most-useful, Must-read O'Reilly books ;) <a href=""http://twitter.com/search?q=%23humor"" title=""#humor"">#humor</a> <a href=""http://t.co/O56Hd3MJMs"">http://t.co/O56Hd3MJMs</a> cc @<a href=""http://twitter.com/HarryChandraPDX"">HarryChandraPDX</a> </li> </ul>"
2015-10-22 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/EXAGolo/status/656744828965933057""><em>Ср, 21:21</em></a>: RT @<a href=""http://twitter.com/EXAGolo"">EXAGolo</a>: “If we have data, let’s look at data. If all we have are opinions, let’s go with mine.” – Jim Barksdale <a href=""http://twitter.com/search?q=%23analytics"" title=""#analytics"">#analytics</a> https://t.c… </li> </ul>"
2015-10-25 11:06:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/658205617853714434""><em>Вс, 09:57</em></a>: master-master time replication <a href=""https://t.co/5XCFxlHQYB"">https://t.co/5XCFxlHQYB</a> </li> </ul>"
2015-10-26 08:02:00,ББ (эпиграмма на младшего товарища по цеху),"<i>Быков так измельчал, что мне лень отвечать ему на очередное пиздострадание полноценными катренами. Будет эпиграмма. В следующий раз откликнусь перашком, если вообще.</i>

Так-то он из булата выкован,
трепетали бы оппоненты.
Бил бы всех без разбору в тыкву:
президентов, бомжей, поэтов.
Но бодливому Диме Быкову 
не́ дал бог кулаков поэтому."
2015-10-26 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/mudasobwa/status/658535297861427200""><em>Пн, 07:47</em></a>: Personal record. Morning connection to the office 5.8km / 16min = 21.75km/h. Honouring traffic lights, on bicing-rented bike without brakes. </li> </ul>"
2015-10-27 06:19:00,Принципы и порядок,"Разговаривали о разном, я по результатам задумался о своем. Вот есть такие понятия как «принципиальный», «беспринципный», «порядочный» и «непорядочный». У меня они все четверо как-то сильно в голове перемешаны. Антонимом термина «порядочный» я считаю эпитет «беспринципный». «Принципиальный» для меня, скорее, отрицательная характеристика, что-то сродни «упертому». «Непорядочных» людей в моем мире не существует вовсе (если кто-то думает иначе, посмотрите, как очень приличные люди ведут себя, к примеру, внезапно окруженные в незнакомом районе — гопотой с цепями).

Вообще, картину мира очень расширяет попадание по молодости в пару-тройку нештатных ситуаций, желательно — потенциально опасных. На черное и белое мир делить перестаешь мгновенно.

Лет до двадцати (а то и до всех двадцати пяти) я очень старался нравиться посторонним людям. Не ходил пьяным в гости. Говорил зачастую то, что от меня хотели услышать. Улыбался подлецам. Был, как сейчас понимаю, пренеприятнейшим слизняком. Вообще удивляюсь, как со мной хоть кто-то продолжал общаться (списываю на чувство юмора и общую эрудированность).

Теперь — не то. Некоторое время тому назад, ко мне пришло внезапное осознание того, что я — не бриллиантовое колье, чтобы всем нравиться. Если мне кажется вульгарным платье коллеги, и она зачем-то настойчиво у меня выпытывает мое впечатление, так и скажу: говно, я бы в таком лес грузить не пошел. Тем ценнее становится мое одобрение.

Я вообще очень странные критерии выбираю для терминов, перечисленных в начале. И если вдруг каждый перестанет ссылаться на десять заповедей, а изобретет что-то свое, выстраданное — жить станет намного приятнее."
2015-10-27 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/ekrubnivek/status/655858100457467905""><em>Пн, 15:18</em></a>: RT @<a href=""http://twitter.com/ekrubnivek"">ekrubnivek</a>: I wrote about why your ORM is harmful and why you should use less of it <a href=""https://t.co/xxVvnvS8QR"">https://t.co/xxVvnvS8QR</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/658870634387283968""><em>Вт, 05:59</em></a>: — When I will retire, I will be sitting in a rocking-chair for one year. — And then? — And then I will start rocking. </li> <li> <a href=""http://twitter.com/mudasobwa/status/658908430778896384""><em>Вт, 08:29</em></a>: Just upgraded two machines to Wily Werewolf. It took 20 mins (30 secs per machine downtime.) Ubuntu 15.10 rules. </li> </ul>"
2015-10-28 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/_solnic_/status/658941263484440576""><em>Вт, 18:49</em></a>: RT @<a href=""http://twitter.com/_solnic_"">_solnic_</a>: More and more people are picking up FP-style Ruby. This brings hope, motivates me and gives me more energy :) </li> <li> <a href=""http://twitter.com/mudasobwa/status/659257117442863105""><em>Ср, 07:35</em></a>: Sunrises are now 1 hour earlier. <a href=""https://t.co/cPEKvhHlJS"">https://t.co/cPEKvhHlJS</a> </li> </ul>"
2015-10-29 12:02:00,Мои твиты,"<ul> <li> <a href=""http://twitter.com/dieswaytoofast/status/658991200142147584""><em>Ср, 13:50</em></a>: RT @<a href=""http://twitter.com/dieswaytoofast"">dieswaytoofast</a>: Awesome proofs are awesome 😁 <a href=""https://t.co/D8CU6AaR4z"">https://t.co/D8CU6AaR4z</a> </li> <li> <a href=""http://twitter.com/mudasobwa/status/659387976225562624""><em>Ср, 16:15</em></a>: Being sinking, product managers yell “Support!” instead of “Help!” </li> <li> <a href=""http://twitter.com/mudasobwa/status/659412587357052929""><em>Ср, 17:53</em></a>: All my code is on the bleeding... Edge? No, bleeding eye of <a href=""http://twitter.com/search?q=%23QA"" title=""#QA"">#QA</a>. </li> </ul>"
